Description,Vendor_Name,Created,Invoice_Date,Due_Date,Amount,Settled,Outstanding,Number_of_Days_until_Payment
,Diane Higgins,16-05-2016 10:51,25-Apr-16,23-May-16,75.42,75.42,0.0,73
,Natalie Gibbs,16-05-2016 11:53,11-Apr-16,18-Apr-16,195.98,195.98,0.0,35
,Allison Porter,16-05-2016 13:26,16-May-16,15-Jun-16,134.44,134.44,0.0,87
,Laurie Burns,16-05-2016 14:02,08-May-16,07-Jun-16,870.66,870.66,0.0,75
,Diane Higgins,16-05-2016 14:40,03-May-16,31-May-16,253.98,253.98,0.0,37
,Diane Higgins,16-05-2016 14:43,03-May-16,31-May-16,313.98,313.98,0.0,37
,Diane Higgins,16-05-2016 14:55,05-May-16,02-Jun-16,253.98,253.98,0.0,35
,Carol Wilson,16-05-2016 17:50,26-May-16,25-Jun-16,11868.46,11868.46,0.0,32
,Keith Navarro,17-05-2016 08:03,04-May-16,03-Jun-16,546.44,546.44,0.0,47
,Thomas Carrillo,17-05-2016 08:14,06-May-16,05-Jun-16,42.92,42.92,0.0,21
,Jessica Bauer,17-05-2016 08:57,17-May-16,24-May-16,514.38,514.38,0.0,85
,Tyler Roberts,17-05-2016 09:15,17-May-16,16-Jun-16,3003.98,3003.98,0.0,28
,Jasmine Miller,17-05-2016 09:42,17-May-16,16-Jun-16,500.42,500.42,0.0,42
,Melanie Chaney,17-05-2016 12:32,17-May-16,24-May-16,702.6,702.6,0.0,31
,Andrew Vaughn,17-05-2016 14:16,24-Mar-16,23-Apr-16,156.98,156.98,0.0,63
,Sarah Gonzalez MD,17-05-2016 14:24,15-Mar-16,14-Apr-16,161.98,161.98,0.0,72
,Carlos Adams,17-05-2016 14:36,05-Apr-16,05-May-16,106.98,106.98,0.0,56
,John Joseph,17-05-2016 14:38,05-Apr-16,05-May-16,56.98,56.98,0.0,56
,Sharon Campos,17-05-2016 14:51,20-Apr-16,20-May-16,56.98,56.98,0.0,41
,Jason Brown,17-05-2016 14:52,20-Apr-16,20-May-16,56.98,56.98,0.0,41
,Jonathan Holmes,17-05-2016 14:55,27-Apr-16,27-May-16,56.98,56.98,0.0,34
,Colleen Jones,17-05-2016 14:58,28-Apr-16,28-May-16,176.98,176.98,0.0,33
,Arthur Rivera,17-05-2016 14:59,27-Apr-16,27-May-16,51.98,51.98,0.0,34
,Breanna Lopez,17-05-2016 15:35,30-Apr-16,30-May-16,336.98,336.98,0.0,31
,Mark Hawkins,17-05-2016 23:53,17-May-16,01-Jun-16,181.98,181.98,0.0,72
,Ms. Rebecca Drake MD,18-05-2016 11:06,18-May-16,17-Jun-16,301.98,301.98,0.0,23
,William Jackson,18-05-2016 11:06,18-May-16,17-Jun-16,599.0,599.0,0.0,64
,William Jackson,18-05-2016 12:06,18-May-16,17-Jun-16,186.55,186.55,0.0,64
,Curtis Mcmahon,19-05-2016 07:37,19-May-16,18-Jun-16,160.01,160.01,0.0,61
,Steven Gardner,19-05-2016 09:31,19-May-16,18-Jun-16,349.98,349.98,0.0,43
,Steven Gardner,19-05-2016 09:50,19-May-16,18-Jun-16,103.98,103.98,0.0,43
,Brian Summers,19-05-2016 10:47,19-May-16,18-Jun-16,3859.78,3859.78,0.0,84
,Juan Jordan,19-05-2016 11:26,20-May-16,17-Jun-16,1417.0,1417.0,0.0,46
,Nathan Juarez,19-05-2016 12:24,06-Apr-16,06-May-16,343.98,343.98,0.0,48
,Jennifer Porter,19-05-2016 13:43,06-Apr-16,06-May-16,37.98,37.98,0.0,48
,Robert Colon,19-05-2016 13:56,06-Apr-16,06-May-16,39.36,39.36,0.0,48
,Vicki Ortiz,19-05-2016 14:36,19-May-16,18-Jun-16,45.78,45.78,0.0,95
,Vicki Ortiz,19-05-2016 15:48,19-May-16,18-Jun-16,192.0,192.0,0.0,77
,Christopher Williams,21-05-2016 09:37,20-Apr-16,20-May-16,46.54,46.54,0.0,47
,Vicki Ortiz,21-05-2016 10:13,21-May-16,20-Jun-16,105.48,105.48,0.0,48
,Thomas Dominguez,22-05-2016 11:40,16-May-16,21-May-16,121.98,121.98,0.0,24
,Thomas Dominguez,22-05-2016 11:58,20-May-16,25-May-16,73.98,73.98,0.0,39
,Thomas Dominguez,22-05-2016 12:10,21-May-16,26-May-16,131.98,131.98,0.0,19
,Vicki Ortiz,23-05-2016 09:04,21-May-16,20-Jun-16,83.58,83.58,0.0,48
,Andrew Perez,23-05-2016 10:00,23-May-16,06-Jun-16,1977.18,989.58,987.6,3
,Derek Huber,23-05-2016 11:45,23-May-16,22-Jun-16,178.68,178.68,0.0,46
,William Carter,23-05-2016 13:44,23-May-16,06-Jun-16,1501.98,1501.98,0.0,44
Water Bottle Rental Charge,Christina Wilson,23-05-2016 14:04,01-Jun-16,01-Jul-16,5286.8,5286.8,0.0,35
Bank charges 10.12.15 to 09.01.16,Christopher Ross,23-05-2016 14:22,01-Jun-16,01-Jul-16,1446.53,1446.53,0.0,20
715W AC Config 1 Power Supply,Linda Bowen,23-05-2016 14:23,01-Jun-16,01-Jul-16,1009.98,1009.98,0.0,35
,Mark Soto,23-05-2016 18:52,23-May-16,22-Jun-16,798.18,798.18,0.0,30
,James Watson,23-05-2016 23:03,26-May-16,01-Jun-16,137.5,137.5,0.0,24
,Lauren Harrison,24-05-2016 07:39,24-May-16,23-Jul-16,162.66,162.66,0.0,34
,Steven Gardner,24-05-2016 09:27,24-May-16,23-Jun-16,133.98,133.98,0.0,48
,Sandra Sanders,24-05-2016 09:27,23-May-16,30-Jun-16,1514.09,1514.09,0.0,3
,William Jackson,24-05-2016 14:44,24-May-16,23-Jun-16,237.54,237.54,0.0,58
,William Jackson,24-05-2016 14:53,24-May-16,23-Jun-16,182.82,182.82,0.0,58
,William Jackson,24-05-2016 15:15,24-May-16,23-Jun-16,182.82,182.82,0.0,58
,Albert Scott,25-05-2016 08:39,25-May-16,01-Jun-16,187.98,187.98,0.0,34
,Debra Reid,25-05-2016 11:48,25-May-16,24-Jun-16,173.88,14.28,159.6,22
,Kevin Hodges,25-05-2016 11:55,26-May-16,30-Jun-16,505.98,505.98,0.0,40
,Jennifer Taylor,25-05-2016 12:13,25-May-16,24-Jun-16,411.98,411.98,0.0,37
,Debra Reid,25-05-2016 13:31,25-May-16,24-Jun-16,220.38,220.38,0.0,57
,Debra Reid,25-05-2016 13:39,25-May-16,24-Jun-16,40.38,40.38,0.0,110
,Debra Reid,25-05-2016 13:53,25-May-16,24-Jun-16,66.78,66.78,0.0,57
,Debra Reid,25-05-2016 14:06,25-May-16,24-Jun-16,219.18,219.18,0.0,57
,Erik Craig,25-05-2016 23:22,26-May-16,15-Jun-16,4201.98,4201.98,0.0,46
,Christina Baird,26-05-2016 00:01,26-May-16,27-May-16,128.08,128.08,0.0,31
,Brian Nelson,26-05-2016 08:05,26-May-16,25-Jun-16,193.5,193.5,0.0,21
,Nicole Cruz,26-05-2016 09:11,20-May-16,03-Jun-16,158.95,158.95,0.0,28
,Rhonda Roberts,26-05-2016 10:57,26-May-16,02-Jun-16,243.48,243.48,0.0,13
,Rodney Maxwell,26-05-2016 11:43,22-May-16,21-Jun-16,91.98,91.98,0.0,10
,Candace Bradford,26-05-2016 12:07,25-May-16,24-Jun-16,1201.98,1201.98,0.0,15
,Abigail Hernandez,26-05-2016 18:46,11-May-16,10-Jun-16,215.25,215.25,0.0,40
,Gina Clark,26-05-2016 18:54,11-May-16,10-Jun-16,1223.96,401.98,821.98,70
,Jordan Adams,26-05-2016 19:00,12-May-16,11-Jun-16,157.15,157.15,0.0,15
,Ellen Thompson,26-05-2016 19:04,12-May-16,11-Jun-16,64.55,64.55,0.0,32
,Christopher Simmons,26-05-2016 19:16,17-May-16,16-Jun-16,163.7,163.7,0.0,27
,Keith Navarro,26-05-2016 19:33,18-May-16,17-Jun-16,219.06,219.06,0.0,33
,Veronica Rodriguez,26-05-2016 19:36,18-May-16,01-Jun-16,153.8,153.8,0.0,21
,Debra Reid,27-05-2016 10:21,31-May-16,30-Jun-16,19381.98,19381.98,0.0,38
,Thomas Dominguez,29-05-2016 12:27,26-May-16,31-May-16,121.98,121.98,0.0,28
,Robert Colon,30-05-2016 07:26,05-May-16,04-Jun-16,39.36,39.36,0.0,36
,William Jackson,31-05-2016 08:42,31-May-16,30-Jun-16,237.54,237.54,0.0,51
,Stephanie Nelson,31-05-2016 10:11,31-May-16,30-Jun-16,781.98,781.98,0.0,65
,Ms. Rebecca Drake MD,31-05-2016 12:11,31-May-16,30-Jun-16,421.98,421.98,0.0,17
,Kristen Stanley,31-05-2016 13:17,31-May-16,30-Jun-16,330.78,330.78,0.0,35
,Matthew Larson,31-05-2016 16:38,29-May-16,04-Jun-16,121.24,121.24,0.0,22
,Amy Wright,31-05-2016 23:53,01-Jun-16,15-Jun-16,55.98,55.98,0.0,5
,Patrick Robertson,31-05-2016 23:53,01-Jun-16,15-Jun-16,91.98,91.98,0.0,100
,Kristen Stanley,01-06-2016 07:55,01-Jun-16,01-Jul-16,166.38,166.38,0.0,57
,Jordan Hines,01-06-2016 08:25,25-May-16,24-Jun-16,70.98,70.98,0.0,94
,Benjamin Brown,01-06-2016 08:28,25-May-16,24-Jun-16,40.38,40.38,0.0,41
,Timothy Holmes,01-06-2016 10:37,27-May-16,10-Jun-16,212.58,212.58,0.0,35
,Ashley Bradford,01-06-2016 11:05,27-May-16,03-Jun-16,659.58,659.58,0.0,28
,Donna Willis,01-06-2016 11:12,31-May-16,30-Jun-16,979.98,979.98,0.0,83
,Ashley Bradford,01-06-2016 11:13,27-May-16,03-Jun-16,162.9,162.9,0.0,28
,Nichole Baker PhD,01-06-2016 11:58,01-Jun-16,01-Jul-16,51.98,51.98,0.0,28
,Lisa Huynh,01-06-2016 13:31,01-Jun-16,08-Jun-16,101.56,101.56,0.0,84
,Shannon Hicks,02-06-2016 09:05,02-Jun-16,02-Jul-16,73.38,73.38,0.0,48
,Joshua Gross,02-06-2016 10:20,02-Jun-16,02-Jul-16,1081.98,1081.98,0.0,49
,Jordan Dominguez,02-06-2016 12:12,01-Jun-16,01-Jul-16,26.98,26.98,0.0,35
,Jose Taylor,02-06-2016 12:18,02-Jun-16,02-Jul-16,901.98,901.98,0.0,68
,Ms. Rebecca Drake MD,02-06-2016 12:20,02-Jun-16,02-Jul-16,331.98,331.98,0.0,7
,Ms. Rebecca Drake MD,02-06-2016 13:20,02-Jun-16,02-Jul-16,541.98,541.98,0.0,15
,Joshua Hart,03-06-2016 07:12,03-Jun-16,03-Jul-16,139.38,139.38,0.0,52
Studio heating,Tanya Holt,03-06-2016 11:15,03-Jun-16,17-Jun-16,109.98,109.98,0.0,3
,Derek Huber,03-06-2016 11:31,31-May-16,30-Jun-16,275.76,62.82,212.94,17
,William Jackson,03-06-2016 14:20,31-May-16,30-Jun-16,90.64,90.64,0.0,51
,Crystal Hunt,03-06-2016 14:30,03-Jun-16,17-Jun-16,961.98,961.98,0.0,3
,William Jackson,03-06-2016 14:42,31-May-16,30-Jun-16,283.09,283.09,0.0,51
,Michelle Marks,03-06-2016 15:00,03-Jun-16,09-Jun-16,49.98,49.98,0.0,21
,Heather Palmer,03-06-2016 16:02,31-May-16,14-Jun-16,102.78,102.78,0.0,21
,Marcia Huang,03-06-2016 23:53,04-Jun-16,18-Jun-16,865.98,865.98,0.0,31
,Clarence Hall,05-06-2016 15:49,05-Jun-16,05-Jul-16,223.38,223.38,0.0,109
,William Jackson,06-06-2016 08:16,31-May-16,30-Jun-16,75.18,75.18,0.0,85
,Diane Higgins,06-06-2016 09:33,23-May-16,20-Jun-16,33.66,33.66,0.0,45
,Diane Higgins,06-06-2016 10:28,24-May-16,21-Jun-16,92.7,92.7,0.0,44
,Mark Gilmore,06-06-2016 10:34,06-Jun-16,06-Jul-16,294.78,294.78,0.0,28
,Thomas Dominguez,06-06-2016 11:06,01-Jun-16,06-Jun-16,126.98,126.98,0.0,22
,Kristin Olson,06-06-2016 15:22,06-Jun-16,06-Jul-16,105.6,105.6,0.0,79
Studio heating,Clarence Hall,06-06-2016 15:43,06-Jun-16,06-Jul-16,112.68,112.68,0.0,108
,Vicki Ortiz,07-06-2016 07:55,06-Jun-16,06-Jul-16,358.24,358.24,0.0,77
,Jeremy Wolfe,07-06-2016 08:04,07-Jun-16,07-Jul-16,102.98,102.98,0.0,8
,Vicki Ortiz,07-06-2016 08:05,06-Jun-16,06-Jul-16,703.68,703.68,0.0,77
,Terri Mejia,07-06-2016 08:07,07-Jun-16,14-Jun-16,700.74,700.74,0.0,20
,Vicki Ortiz,07-06-2016 08:13,06-Jun-16,06-Jul-16,83.58,83.58,0.0,77
,Tracey Bradford,07-06-2016 08:17,07-Jun-16,14-Jun-16,244.38,244.38,0.0,37
,Lauren Harrison,07-06-2016 08:29,07-Jun-16,06-Aug-16,170.08,170.08,0.0,86
,Vicki Ortiz,07-06-2016 08:41,06-Jun-16,06-Jul-16,1748.96,1748.96,0.0,77
,James Miranda,07-06-2016 09:05,01-Jun-16,01-Jul-16,307.98,307.98,0.0,34
,Vicki Ortiz,07-06-2016 10:24,07-Jun-16,07-Jul-16,83.58,83.58,0.0,76
,Vicki Ortiz,07-06-2016 10:33,07-Jun-16,07-Jul-16,83.58,83.58,0.0,76
,Jessica Lee,07-06-2016 13:42,09-Jun-16,15-Jun-16,266.3,266.29,0.01,11
,Kaitlin Myers,07-06-2016 16:27,07-Jun-16,21-Jun-16,145.98,145.98,0.0,54
,Mark Soto,07-06-2016 19:43,07-Jun-16,07-Jul-16,849.18,849.18,0.0,56
,Miguel Black,07-06-2016 22:53,31-May-16,17-Jun-16,89.45,89.45,0.0,23
,Jo White,07-06-2016 23:06,31-May-16,17-Jun-16,38.33,38.33,0.0,23
,Ana Proctor,08-06-2016 04:50,08-Jun-16,08-Jul-16,835.98,835.98,0.0,11
,Jennifer Rice PhD,08-06-2016 09:04,08-Jun-16,09-Jun-16,990.78,990.78,0.0,5
,Ryan Mullins,08-06-2016 10:33,08-Jun-16,15-Jun-16,915.05,915.05,0.0,48
,Nicole Cruz,08-06-2016 11:46,03-Jun-16,17-Jun-16,80.44,80.44,0.0,48
,Nicole Cruz,08-06-2016 11:51,03-Jun-16,17-Jun-16,132.23,132.23,0.0,48
,Jacob Price,08-06-2016 12:14,08-Jun-16,15-Jun-16,81.93,81.93,0.0,76
,Nathaniel Mendez,09-06-2016 07:18,09-Jun-16,09-Jul-16,1441.98,1441.98,0.0,41
,Mark Salinas,09-06-2016 08:43,09-Jun-16,31-Jul-16,24.36,24.36,0.0,25
,Philip Curry,09-06-2016 09:49,08-Jun-16,08-Jul-16,21.98,21.98,0.0,21
,Justin Terry,09-06-2016 10:48,08-Jun-16,22-Jun-16,69.18,69.18,0.0,68
,Steven Alexander,09-06-2016 13:06,19-May-16,18-Jun-16,72.54,72.54,0.0,25
,Richard Waters,09-06-2016 16:20,26-May-16,25-Jun-16,230.22,230.22,0.0,18
,George Moss,09-06-2016 16:33,01-Jun-16,01-Jul-16,166.0,166.0,0.0,49
,Marcia Huang,09-06-2016 18:24,31-Mar-16,30-Apr-16,61.98,61.98,0.0,70
,David Thomas,09-06-2016 21:26,31-May-16,17-Jun-16,200.39,200.39,0.0,21
,Marcia Huang,09-06-2016 23:53,10-Jun-16,24-Jun-16,31.98,31.98,0.0,25
Freight,Mario Wells,10-06-2016 06:51,10-Jun-16,10-Jul-16,97.98,97.98,0.0,3
,Abigail Hernandez,10-06-2016 08:25,02-Jun-16,02-Jul-16,80.03,1.99,78.04,27
,Timothy Ingram,10-06-2016 08:38,01-Jun-16,01-Jul-16,301.36,301.36,0.0,19
,Christopher Powers,10-06-2016 10:15,10-Jun-16,24-Jun-16,1801.98,1801.98,0.0,19
,Dr. Sarah Baker,10-06-2016 11:53,10-Jun-16,24-Jun-16,721.98,721.98,0.0,28
,Kristin Olson,11-06-2016 11:24,11-Jun-16,11-Jul-16,90.9,90.9,0.0,74
,Steven Barajas,11-06-2016 11:40,11-Jun-16,11-Jul-16,51.98,51.98,0.0,23
,Thomas Dominguez,12-06-2016 12:03,11-Jun-16,16-Jun-16,191.98,191.98,0.0,17
,Mark Soto,12-06-2016 17:18,12-Jun-16,12-Jul-16,769.98,769.98,0.0,51
Freight,William Jackson,13-06-2016 09:11,13-Jun-16,13-Jul-16,94.98,94.98,0.0,72
,Diane Higgins,13-06-2016 09:34,01-Jun-16,29-Jun-16,289.98,289.98,0.0,36
,Diane Higgins,13-06-2016 09:39,01-Jun-16,29-Jun-16,289.98,289.98,0.0,36
,Diane Higgins,13-06-2016 09:58,02-Jun-16,30-Jun-16,157.98,157.98,0.0,35
,Diane Higgins,13-06-2016 10:14,02-Jun-16,30-Jun-16,211.98,211.98,0.0,35
,Edward Townsend,13-06-2016 10:21,13-Jun-16,20-Jun-16,43.2,43.2,0.0,72
,Sara Walker,13-06-2016 10:42,13-Jun-16,13-Jul-16,49.98,49.98,0.0,70
,Diane Higgins,13-06-2016 10:46,31-May-16,28-Jun-16,277.98,277.98,0.0,37
Various parts for company vehicle,Diane Higgins,13-06-2016 11:32,26-May-16,23-Jun-16,115.98,115.98,0.0,42
,Vicki Ortiz,13-06-2016 12:14,13-Jun-16,13-Jul-16,83.58,83.58,0.0,70
,Timothy Ward,13-06-2016 12:35,13-Jun-16,14-Jun-16,273.18,273.18,0.0,7
,Vicki Ortiz,13-06-2016 12:52,13-Jun-16,13-Jul-16,214.98,214.98,0.0,52
,Kim Bentley MD,13-06-2016 13:00,13-Jun-16,13-Jul-16,57.98,57.98,0.0,42
,Curtis Mcmahon,14-06-2016 07:51,14-Jun-16,14-Jul-16,400.8,400.8,0.0,35
,Bryan Brewer,14-06-2016 08:12,14-Jun-16,28-Jun-16,124.98,124.98,0.0,10
,Christopher Young,14-06-2016 09:12,14-Jun-16,31-Jul-16,136.26,136.26,0.0,20
,Edward Sherman,14-06-2016 10:04,14-Jun-16,21-Jun-16,676.98,676.98,0.0,36
,Dwayne Rodriguez,14-06-2016 10:30,14-Jun-16,21-Jun-16,127.98,127.98,0.0,17
,Loretta Johnson,14-06-2016 11:41,14-Jun-16,21-Jun-16,77.58,77.58,0.0,14
,Vicki Ortiz,15-06-2016 14:55,15-Jun-16,15-Jul-16,83.58,83.58,0.0,68
Annual Fee,Mary Boone,16-06-2016 10:21,09-Jun-16,09-Jul-16,10.74,10.74,0.0,15
,John Smith,16-06-2016 12:56,16-Jun-16,16-Jul-16,241.98,241.98,0.0,99
Studio heating,Ellen Thompson,17-06-2016 13:47,09-Jun-16,09-Jul-16,111.64,111.64,0.0,41
Studio heating,Matthew Estrada,17-06-2016 14:31,17-Jun-16,17-Jul-16,1083.17,401.98,681.19,4
Studio heating,Matthew Estrada,17-06-2016 14:31,17-Jun-16,17-Jul-16,1083.17,201.98,881.19,4
Studio heating,Matthew Estrada,17-06-2016 14:31,17-Jun-16,17-Jul-16,1083.17,83.17,1000.0,4
,Melanie Chaney,17-06-2016 15:51,17-Jun-16,24-Jun-16,1056.6,1056.6,0.0,19
,Michael Green,17-06-2016 15:52,17-Jun-16,24-Jun-16,85.98,85.98,0.0,19
,Anthony Ross,17-06-2016 15:54,17-Jun-16,24-Jun-16,131.59,131.59,0.0,19
,Mr. Colin Cole,17-06-2016 16:13,17-Jun-16,24-Jun-16,263.7,263.7,0.0,19
,Dan Young,18-06-2016 00:44,13-Jun-16,19-Jun-16,103.02,93.02,10.0,26
August subscription,Kelly Coleman,18-06-2016 07:56,18-Jun-16,18-Jul-16,1746.3,1746.3,0.0,18
,Thomas Dominguez,19-06-2016 13:55,17-Jun-16,22-Jun-16,61.98,61.98,0.0,61
,Diane Higgins,20-06-2016 08:52,06-Jun-16,04-Jul-16,33.66,33.66,0.0,31
,Diane Higgins,20-06-2016 08:56,06-Jun-16,04-Jul-16,139.98,139.98,0.0,31
,Diane Higgins,20-06-2016 09:19,09-Jun-16,07-Jul-16,475.98,475.98,0.0,28
,Diane Higgins,20-06-2016 09:27,09-Jun-16,07-Jul-16,517.98,517.98,0.0,28
,Diane Higgins,20-06-2016 09:43,07-Jun-16,05-Jul-16,58.14,58.14,0.0,30
,Ariana Quinn,20-06-2016 16:18,14-Jun-16,14-Jul-16,175.17,175.17,0.0,36
,Kristen Baldwin,21-06-2016 06:24,21-Jun-16,24-Jun-16,186.78,186.78,0.0,1
,Ms. Rebecca Drake MD,21-06-2016 08:58,21-Jun-16,21-Jul-16,301.98,301.98,0.0,10
,Christopher Young,21-06-2016 09:07,21-Jun-16,31-Jul-16,27.24,27.24,0.0,13
,Curtis Mcmahon,21-06-2016 09:12,21-Jun-16,21-Jul-16,161.14,161.14,0.0,72
,Tyler Roberts,21-06-2016 10:10,21-Jun-16,21-Jul-16,20001.98,16001.98,4000.0,13
Monthly charges,Alex Grimes,21-06-2016 10:30,01-Jun-16,01-Jul-16,2973.5,2700.82,272.68,35
,Ms. Rebecca Drake MD,21-06-2016 10:30,21-Jun-16,21-Jul-16,570.98,570.98,0.0,21
,Jacob Marsh,21-06-2016 11:02,16-Jun-16,30-Jun-16,223.98,223.98,0.0,5
,Eric Strickland,22-06-2016 09:55,22-Jun-16,31-Jul-16,192.2,192.2,0.0,71
,Ms. Rebecca Drake MD,22-06-2016 11:20,22-Jun-16,22-Jul-16,481.98,481.98,0.0,20
,Daniel Welch,22-06-2016 11:40,22-Jun-16,22-Jul-16,5887.66,5887.66,0.0,98
June rent,Kellie Le,22-06-2016 13:46,20-Sep-16,20-Oct-16,283.98,283.98,0.0,15
January charges,Kellie Le,22-06-2016 13:48,20-Aug-16,19-Sep-16,283.98,283.98,0.0,43
One Stop meeting,Kellie Le,22-06-2016 13:49,20-Oct-16,19-Nov-16,283.98,283.98,0.0,6
30% Learner licence fee,Angel Huynh,22-06-2016 13:51,20-Jul-16,19-Aug-16,401.98,401.98,0.0,51
June subscription,Angel Huynh,22-06-2016 13:52,20-Sep-16,20-Oct-16,401.98,401.98,0.0,15
Annual subscription,Nicole Gomez,22-06-2016 14:05,20-Sep-16,20-Oct-16,173.98,173.98,0.0,15
Bank charges,Nicole Gomez,22-06-2016 14:05,20-Aug-16,19-Sep-16,173.98,173.98,0.0,43
,Lauren Harrison,23-06-2016 07:39,23-Jun-16,22-Aug-16,171.41,171.41,0.0,70
,Ashley Bradford,23-06-2016 11:21,17-Jun-16,24-Jun-16,968.24,968.24,0.0,27
,Ms. Rebecca Drake MD,23-06-2016 12:37,23-Jun-16,23-Jul-16,1182.58,1182.58,0.0,36
,Ms. Rebecca Drake MD,24-06-2016 10:36,24-Jun-16,24-Jul-16,301.98,301.98,0.0,10
,Matthew Larson,25-06-2016 10:51,20-Jun-16,26-Jun-16,135.37,135.37,0.0,21
,Mary Rivers,26-06-2016 15:11,24-Jun-16,29-Jun-16,125.98,125.98,0.0,2
,Dan Young,26-06-2016 21:18,26-Jun-16,02-Jul-16,137.5,137.5,0.0,26
,Diane Higgins,27-06-2016 08:31,13-Jun-16,11-Jul-16,289.98,289.98,0.0,24
,Diane Higgins,27-06-2016 08:45,13-Jun-16,11-Jul-16,211.98,211.98,0.0,24
,Tyler Roberts,27-06-2016 10:17,27-Jun-16,27-Jul-16,3559.48,3559.48,0.0,7
,Diane Higgins,27-06-2016 14:48,15-Jun-16,13-Jul-16,139.98,139.98,0.0,22
,Diane Higgins,27-06-2016 14:50,13-Jun-16,11-Jul-16,277.98,277.98,0.0,24
,Diane Higgins,27-06-2016 15:08,14-Jun-16,12-Jul-16,277.98,277.98,0.0,23
,Diane Higgins,27-06-2016 15:52,13-Jun-16,11-Jul-16,499.02,499.02,0.0,24
,Adrian Williams,28-06-2016 08:06,19-Jun-16,19-Jul-16,294.87,244.54,50.33,33
,Laurie Burns,28-06-2016 08:07,19-Jun-16,19-Jul-16,397.08,397.08,0.0,65
coffee beans,Christina Wilson,28-06-2016 10:25,01-Jul-16,31-Jul-16,5339.65,5339.65,0.0,18
Coffee for Machine,Christina Wilson,28-06-2016 10:30,01-Jul-16,31-Jul-16,11401.98,11401.98,0.0,18
350W AC Config 1 POWER Supply,Christopher Ross,28-06-2016 10:37,01-Jul-16,31-Jul-16,1446.53,1446.53,0.0,5
,Curtis Mcmahon,28-06-2016 11:38,28-Jun-16,28-Jul-16,149.25,149.25,0.0,65
,Andrew Lewis,28-06-2016 11:53,21-Jun-16,21-Jul-16,69.66,69.66,0.0,93
,Jack Best,28-06-2016 11:56,28-Jun-16,28-Jul-16,1828.98,1828.98,0.0,48
,Abigail Hernandez,28-06-2016 12:03,23-Jun-16,23-Jul-16,278.32,278.32,0.0,27
Coffee Beans for Machine,Denise Yang,28-06-2016 12:33,04-Jul-16,03-Aug-16,1021.98,1021.98,0.0,15
,William Jackson,28-06-2016 12:53,28-Jun-16,28-Jul-16,241.44,241.44,0.0,57
,William Jackson,28-06-2016 12:58,28-Jun-16,28-Jul-16,420.32,420.32,0.0,57
,Gregory Tapia,28-06-2016 13:35,28-Jun-16,12-Jul-16,6510.78,6085.78,425.0,49
,William Jackson,28-06-2016 14:27,28-Jun-16,28-Jul-16,75.78,75.78,0.0,57
,Melissa Bryant,28-06-2016 14:48,28-Jun-16,28-Jul-16,2334.78,2334.78,0.0,41
,William Jackson,29-06-2016 09:55,29-Jun-16,29-Jul-16,75.18,75.18,0.0,56
,Kristin Olson,30-06-2016 09:42,30-Jun-16,30-Jul-16,500.86,500.86,0.0,55
,Dennis Stewart,30-06-2016 10:29,22-Jun-16,22-Jul-16,31.98,31.98,0.0,34
,Ms. Rebecca Drake MD,30-06-2016 10:38,30-Jun-16,30-Jul-16,331.98,331.98,0.0,4
,Deborah Lewis,30-06-2016 11:04,24-Jun-16,08-Jul-16,206.6,206.6,0.0,20
,Joseph Wyatt,30-06-2016 11:39,30-Jun-16,30-Jul-16,138.04,138.04,0.0,74
,Teresa Walker,30-06-2016 12:02,30-Jun-16,30-Jul-16,896.98,896.98,0.0,29
,Sara Walker,30-06-2016 12:06,30-Jun-16,30-Jul-16,79.98,79.98,0.0,53
,Shannon Myers,30-06-2016 12:34,30-Jun-16,30-Jul-16,1435.98,1435.98,0.0,4
delivery fees,Kevin Hodges,30-06-2016 12:53,01-Jul-16,31-Aug-16,9.18,9.18,0.0,66
,Diane Higgins,30-06-2016 14:57,23-Jun-16,21-Jul-16,433.98,433.98,0.0,14
,Marcia Huang,30-06-2016 23:54,01-Jul-16,15-Jul-16,91.98,91.98,0.0,17
Campaign Monitor,Micheal Wallace,01-07-2016 01:53,01-Jul-16,15-Jul-16,12.78,12.78,0.0,66
,Vicki Ortiz,01-07-2016 12:32,30-Jun-16,30-Jul-16,629.28,629.28,0.0,53
,Vicki Ortiz,01-07-2016 14:26,30-Jun-16,30-Jul-16,395.65,395.65,0.0,53
,Anthony Miller,01-07-2016 14:47,01-Jul-16,31-Jul-16,145.98,145.98,0.0,56
,Vicki Ortiz,01-07-2016 14:56,30-Jun-16,30-Jul-16,468.04,468.04,0.0,53
,Eric Strickland,01-07-2016 16:14,01-Jul-16,31-Aug-16,136.26,136.26,0.0,62
,Bernard Johnson DVM,03-07-2016 21:23,04-Jul-16,11-Jul-16,125.12,120.35,4.77,12
,Vicki Ortiz,04-07-2016 08:16,30-Jun-16,30-Jul-16,645.13,645.13,0.0,53
,Vicki Ortiz,04-07-2016 08:47,30-Jun-16,30-Jul-16,229.98,229.98,0.0,53
,Vicki Ortiz,04-07-2016 09:02,30-Jun-16,30-Jul-16,478.54,478.54,0.0,53
,Allison Torres,04-07-2016 10:09,04-Jul-16,03-Aug-16,1905.34,1905.34,0.0,7
,Jennifer Taylor,04-07-2016 10:34,04-Jul-16,03-Aug-16,2871.98,2871.98,0.0,88
,Curtis Mcmahon,05-07-2016 06:58,05-Jul-16,04-Aug-16,167.53,167.53,0.0,58
